gene,8C_R1,8C_R2,2PN_1,2PN_2,2PN_3,2PN_4,2PN_5,2PN_6,2PN_7,2PN_8,2PN_9,2PN_10,3PN_1,3PN_2,3PN_3,3PN_4
TEX19,7.528602,4.412546,8.86266,7.837826,1.064114,17.96816,21.37662,15.67869,3.338684,13.93734,5.664287,2.089037,13.01712,12.67947,5.33404,1.922048
METTL4,14.84981,11.71247,1.088444,4.999207,12.05656,20.91794,11.21651,5.506688,16.95114,16.03066,12.22364,22.41921,10.40104,19.77517,15.53504,3.336548
RAB12,13.62568,19.28741,0.98575,0.1155713,4.050736,5.143101,4.888489,0.5834732,7.454827,1.018363,1.1324,1.876257,1.519331,1.940412,0.5700602,0.9743255
TWSG1,5.328746,5.917196,3.084749,5.161752,3.54946,3.574261,4.200559,11.72682,5.78508,10.08538,5.991564,21.3987,3.601868,29.61035,13.1082,7.751325
ANKRD62,0.6860833,0.5816565,0,0,0.7415241,2.304969,0.3046347,0.909594,0.8268072,0.6572756,0.7904474,0,0.5297557,0.8211054,0.2370929,1.496235
ZNF519,1.667576,1.410736,0.3132744,1.431951,1.796536,1.342157,0.9333743,4.221972,5.33155,0.8194227,2.756887,3.030581,0.7424936,4.293084,3.14601,0.08277271
DSC1,0.7223904,0.2539485,0,0,0,0,0,0.7226319,0,0,0.2237997,0,0,0,0,0
TTR,0.7481519,3.888518,0,0,0,0,0,0.4112772,6.165562,0.2746448,0,0,0,0,0,0
RNF138,72.54687,59.90766,17.12897,60.14602,85.96427,47.61992,74.59016,91.10984,67.96341,75.54416,94.89294,86.00917,67.75984,87.92908,178.8633,27.09937
AC007998.2,50.21627,44.62842,2.117452,5.660201,63.35574,32.98114,26.37065,16.16425,127.5168,82.88437,41.45511,30.10002,66.02282,41.11069,200.8629,12.15052
C18orf21,86.19786,82.82162,3.179673,2.242961,58.11867,64.97034,63.82813,40.63568,91.37699,96.80733,149.2133,88.40823,83.73639,68.89564,70.80273,0.1244034
PIK3C3,8.363889,7.944801,0.4318654,0.5281693,3.393312,5.322264,5.494992,7.843709,9.405505,6.207735,13.24032,11.43815,5.782615,6.131466,8.676301,2.875727
STARD6,0.1081888,1.366465,0.1379794,0,1.533898,2.043203,0.3956815,0.2821364,1.321744,2.472836,0.171115,1.490495,0.6734448,0.8944931,0,0.2159354
DSEL,3.183269,4.755172,0,0.2779399,6.888723,3.364483,1.874214,3.38754,2.158033,2.875012,2.462003,5.749377,3.053718,2.03945,3.92244,0
C18orf63,0.201537,0.4426676,0,0,0.2082582,0.1863827,0,3.358643,3.15895,0.4726316,0,2.021729,0,0.338939,0.1210107,0.01969781
ATP9B,2.719848,3.059624,0.1591327,0,0.8183692,3.417902,1.966326,2.330497,2.220647,2.539952,3.157573,2.900685,1.883768,3.062706,2.829507,0.3971178
SNRPB2,224.6081,227.4392,51.25052,47.65586,120.7452,172.2349,138.3441,66.49817,72.92197,148.0496,172.3557,147.3153,167.573,120.4062,95.55694,166.4635
NKX2-2,0.564335,0.3034595,0.3630488,0,0,0.1991126,0.04957668,0.7732837,0,0.05163874,0.3001565,0.02841858,0,1.56905,0.0415529,0
CST8,0.7573219,0.1881921,0,0,0.4379429,0,0,0,0,0,0,0,0,0,2.035773,0.3313777
DEFB119,0.3516138,1.393838,0,0,0,0.2021919,0.4027473,0,0,0.6991648,0,0.9234588,0.9735669,2.124421,0,0
PDRG1,26.48189,20.82711,20.11886,35.19053,28.20446,88.74983,25.27752,51.27213,20.24706,40.61372,44.41415,31.10661,20.47625,47.23444,88.30697,6.779951
MAP1LC3A,1.408145,0.7645306,3.512545,13.6619,7.380149,9.494597,1.005004,3.876192,2.189769,1.522626,0.9956755,4.294511,0.1419785,4.33736,3.063084,0
SPAG4,2.713844,1.597656,0,0,0.6223464,3.938208,0.08965187,6.292646,0.9171427,0.6069751,1.682641,3.674433,0.3482948,1.882497,1.577984,1.07025
RBM39,36.08341,40.01013,3.931864,4.086557,59.75369,34.25697,27.25775,37.87356,23.04571,47.13298,65.94775,40.85327,30.63378,34.60302,68.97326,11.23208
PHF20,11.27245,7.713735,3.344961,1.549491,5.704365,13.07102,6.575063,6.902435,6.165946,10.20079,6.835101,19.30616,6.974516,15.46395,10.24209,6.351406
CNBD2,2.349287,2.242012,0.07699827,0,4.751017,3.959003,2.817917,5.94351,6.84728,3.811279,9.205174,25.66398,3.431313,20.41455,3.719031,1.104592
CTNNBL1,33.22613,32.61014,4.273701,20.4199,17.32591,29.32414,27.73377,22.81256,14.22482,41.65269,43.24515,38.55878,21.43725,34.08371,64.52503,4.507312
EMILIN3,0.5705385,0.1247664,0.0338852,0,1.664476,3.540288,0.6940866,0.588944,0,1.706176,0.5546997,1.209517,1.092984,0.9969687,1.466014,0
OSER1,204.4365,189.4395,46.29428,173.8049,350.8311,135.0003,92.80272,84.38345,137.6906,140.4363,261.4381,152.857,139.0993,240.0307,364.3994,43.88999
R3HDML,36.35036,37.32795,0,0,13.48584,24.58716,35.13446,10.48588,15.0706,32.31839,7.458933,29.55602,7.917969,56.97775,21.67176,0
SLPI,6.36862,5.801538,0,0,0,0,0,0,0.7226346,0.3678827,0,1.41721,0.3659043,0,0,0
SYS1,15.72175,16.2529,3.950108,9.300025,20.6349,26.56065,34.24175,24.03422,11.50558,66.21594,22.4412,36.43086,21.38991,35.99074,41.87358,3.250079
WFDC6,0.7496722,0,0,0,0,0,0.5315722,0,0,0,1.367797,1.218841,0.1376761,0,0,0
UBE2C,2501.474,2521.637,156.428,158.2825,1592.614,1990.52,1568.784,705.7443,1051.99,2508.681,2341.556,1332.197,1969.197,1389.682,1912.988,22.58917
TNNC2,9.250594,8.386067,1.061643,0,11.37083,14.84746,0.8698454,4.574224,4.431119,2.329779,2.78366,12.25173,1.866674,3.252133,1.041521,2.017479
ZNFX1,11.0089,7.714064,1.354731,0.6638133,2.332569,4.616384,3.966644,3.550531,1.521711,2.852233,8.678367,4.81886,4.360412,5.582913,27.1262,0.2690522
SNAI1,30.66954,27.57392,1.054794,0,19.40048,30.86694,20.06256,76.41281,23.02307,94.64748,24.36806,30.78557,5.947609,58.34859,121.8479,3.006694
DPM1,189.2991,183.7339,24.31883,38.32781,244.7739,425.0362,344.3557,73.2296,140.5389,290.9211,224.1664,401.2346,309.9992,325.9762,225.1831,23.73455
RTF2,33.80903,29.43063,11.69819,18.14731,20.9743,43.80099,34.79018,20.6392,24.45641,50.67274,35.74335,53.94745,27.68256,44.91888,92.03817,8.733158
FAM209A,18.89409,17.0423,7.335702,15.96678,14.47719,32.75404,27.7122,19.92346,29.07387,58.20757,36.2228,56.33501,27.5213,44.06532,93.13911,5.345765
MTRNR2L3,59.84571,56.82914,1.526364,1.63206,1.831006,0.8036425,5.002438,0.06242135,0.1169718,0.2084202,1.635482,1.032308,0.2591243,0.4871442,0.2515689,0.6688454
TUBB1,1.676096,1.299004,0.03868075,0,2.840057,0.9387324,1.457862,1.483,2.352891,1.452478,1.784481,5.704441,0.9521666,4.822302,1.328166,0
TCFL5,6.520321,5.965247,0.7661204,0.4233448,1.013363,2.711597,2.540045,0.4371745,0.1706718,1.855027,0.4772614,0.8869986,2.056778,1.350491,2.86307,0.9480191
FSTL3,0.5767932,0.8093151,0.7623667,0,2.211855,2.613229,0.03470204,1.472263,1.622873,1.048217,1.113528,0.5370858,1.006629,2.154324,0.9598269,0.9942424
PALM,0.1554113,0.4001126,0.02615203,0.01941874,0.0676113,2.721578,1.199933,1.096237,0.9018641,1.227524,0.3243243,2.137191,1.10993,1.682343,1.221243,0
ELANE,5.156861,4.133026,5.498236,16.97999,4.975139,3.700821,3.378689,24.5294,5.626026,3.092648,3.781242,2.758399,1.803182,2.67953,5.749539,1.662261
GADD45B,43.24811,43.49838,0,0,7.518224,45.79588,1.378408,46.53222,20.69132,6.20445,37.94185,15.77453,2.091029,17.0186,69.15406,0
CACTIN,5.363642,4.276298,1.760153,4.16948,1.239537,4.637225,0.9024573,6.41437,3.289449,1.345481,5.046006,3.742896,0.5407978,1.744726,1.750098,0.1182961
YJU2,15.66857,10.36486,1.46326,4.403258,8.680966,10.834,12.55696,23.14889,21.28368,20.50615,11.53742,12.80441,7.288911,4.723809,14.43836,1.446301
STAP2,0.7551316,1.689375,0.2089893,0,4.970794,12.99019,1.750383,3.513649,4.44882,6.024445,4.653685,6.609107,1.911936,7.063679,3.98666,0
RPL36,732.8382,639.0878,291.5353,173.5912,371.5617,715.8809,337.6754,310.5821,459.6792,247.6912,359.9759,428.7045,358.6876,290.7075,130.8297,342.6284
TNFSF9,7.494428,5.834263,0.1965404,0,6.422626,5.044652,2.318878,2.25053,2.861729,0.3354622,1.169949,0,1.568193,0.3920408,3.239295,0
C3,0.2990582,0.3892692,0.03871106,0,0.6405143,3.751502,0.3552358,1.298147,0.6526508,1.176107,1.28276,0.3708974,0.3220188,0.4941907,0.8613262,0
ADGRE1,3.678129,6.828459,0,0,1.55885,1.11181,0.4542813,0.5491462,1.443988,0.2365882,4.056834,0.4882599,0.2647304,0.8121917,2.498723,0
MBD3L2B,112.066,132.4523,0.1493707,0,104.8067,72.74647,4.650638,167.6042,171.7753,25.49513,135.0784,59.56095,3.423333,41.3407,102.1674,0
MBD3L2,784.1443,1055.182,0.1619909,0.1202836,853.4262,399.1281,17.78521,731.2831,752.835,88.47741,663.9109,322.2813,13.95651,290.4083,784.4955,0
ZNF557,9.25303,9.260922,3.8812,23.88348,9.480524,7.349268,6.305208,7.206408,15.53404,11.97372,8.553231,15.89245,9.959155,12.71401,19.62246,0.6981623
TEX45,0.2176361,0.5551979,0.1538165,0,0,0,0,0.4043827,0.2525919,0,0.1090031,0.02064066,0,0.1314939,0.3621628,0
AC008878.1,0.250848,1.221963,0.2026164,0,0,0,0,1.139337,0.7763681,0,0.9045885,1.046781,0,1.212482,1.669719,0
PET100,49.94055,47.95392,0.9201068,4.319647,32.90373,61.48329,59.87261,13.80712,41.68153,19.8082,37.8688,48.51146,19.27339,48.22221,9.702219,13.42406
AC008763.2,55.11596,51.95077,1.645702,14.94316,30.34181,58.64178,62.87339,16.39278,45.26706,23.11359,42.45106,52.91252,22.59017,49.24044,12.59318,12.73031
TGFBR3L,0.7972862,1.172684,0,0,0.6572032,1.429036,0.4165618,6.843949,2.191601,0.216944,1.387115,12.45654,0.4675176,5.619993,0,0
SNAPC2,24.45867,20.58538,12.59909,69.19984,11.88734,46.05424,16.33577,96.17697,35.80272,28.93143,16.68788,21.38179,5.236983,22.67018,152.8408,6.809606
ANGPTL4,1.130934,0,0,0,0.7514333,2.220326,0,2.86548,0.1491568,1.107364,0.8496431,0.1218841,0.1762254,0,0.3564316,0.6091995
MARCHF2,3.157786,3.488688,1.970938,0,3.387009,5.031197,1.32989,1.155696,1.166129,6.085005,0.9201911,14.67477,3.739622,7.024571,1.671979,0.04536007
ZNF266,5.604772,3.865198,2.02316,6.981105,6.891968,7.342898,11.62308,20.87919,16.79258,6.886093,13.28305,20.1556,6.414682,17.41249,11.73609,3.073088
UBL5,619.9529,590.3395,85.05156,77.30571,302.3874,636.6461,348.512,216.2837,357.5331,275.2932,603.5392,369.557,346.5152,403.0007,218.2807,42.37265
AC011511.1,11.8606,9.485544,3.749276,23.13882,17.19327,65.80919,16.56827,28.56054,20.60719,31.00037,13.81178,47.45783,8.373607,32.85729,16.25047,2.597113
FDX2,17.85645,14.12104,0.7027286,13.4972,26.25847,100.5531,25.02693,42.96392,29.8436,46.93818,20.40445,71.59826,12.28782,50.04208,23.09981,2.786054
EPOR,1.633275,1.417914,0.6262209,0.5889868,0.3669687,1.665723,2.223378,6.231667,2.819412,3.954769,9.091485,25.62716,2.09078,15.42673,1.290139,0
RGL3,0.8904354,1.283691,0,0,0,2.437067,0.7969923,0.361637,0,1.308102,0.4971523,1.509008,0.6380237,3.733617,0.202425,0.1153257
CCDC151,0.4152418,0.936866,0.0479145,0.391359,0.1981987,0.9066083,0.7459062,0.8082877,0.7573281,0.817822,0.1901477,1.822806,0.2846984,1.1708,0.8555155,0.2249562
ELOF1,57.39531,49.35011,39.61813,113.0538,71.21233,40.67109,65.85457,106.786,70.77173,94.49692,60.77605,67.40253,40.5142,77.06171,129.799,30.92859
ZNF823,28.3409,21.96111,2.01125,2.288616,1.809772,22.67006,7.747248,23.0463,39.33335,21.39973,31.43403,34.66857,8.469517,55.9576,31.60594,1.962123
ZNF491,1.712263,2.172931,0,0,1.540651,0.2144833,0.1220659,0.3427111,0.5173349,0.127143,0.5357999,0.2274063,0,2.005921,0,0.4954493
ZNF700,2.549202,2.587287,0.09676016,0.4310856,5.643512,8.994973,12.05046,8.685726,10.71489,15.6896,6.163048,16.85097,6.0614,16.00039,7.123262,0
AC008770.2,1.667542,1.492081,0,1.160609,2.364707,7.76281,6.261005,5.178806,5.351395,6.669635,2.699407,10.2503,3.636288,8.083213,4.929646,0.04529874
AC008770.4,17.81815,13.77344,1.498353,4.064612,6.466525,17.75013,4.124934,23.03971,10.02807,9.274992,25.42983,14.59994,3.866408,13.27017,11.85371,0.8128976
AC008770.1,78.38422,116.0958,2.844106,0.7039474,20.34307,81.11155,12.81658,51.37069,91.26909,38.02631,63.60566,58.99686,7.141886,73.9875,57.61762,1.669117
ZNF878,84.42156,114.1513,0,0,22.69522,60.27193,12.04756,40.94854,69.72613,23.41167,75.26309,62.87513,4.160391,82.00779,38.1804,0
ZNF844,9.738277,7.027306,0.4192265,1.998044,3.448102,7.050078,1.789336,11.11399,2.736409,3.660958,11.08482,5.384881,1.390303,2.936545,5.757928,0.03051546
ZNF20,2.428016,2.176125,0.09408602,0,9.081042,5.30201,3.006446,11.35069,4.957023,5.62063,8.649931,7.423743,3.28769,9.978012,8.550311,0
ZNF625-ZNF20,10.57628,13.01124,0.3000549,0.471813,18.78196,25.57031,12.32126,14.99574,15.82562,22.02221,20.55814,17.25921,14.33784,23.07831,13.62403,0
ZNF625,16.71731,22.33117,0.377991,0.8204221,21.88987,41.81233,24.39505,7.639875,21.50248,40.49674,27.98168,23.18805,28.16072,35.06016,8.78574,0.09100761
GET3,58.07631,51.63892,5.311873,18.01203,110.7785,145.518,134.1936,143.9158,193.0622,138.7174,111.7243,177.0478,39.52776,137.0369,230.3608,6.650392
C19orf53,766.8881,676.8099,12.23417,20.63883,286.827,655.8366,334.4828,237.6529,388.1301,402.6143,457.0292,642.7417,294.188,550.6866,158.525,22.75719
CLEC17A,3.662081,3.74226,0,0,0.3264677,0,0.04702917,4.988129,0.2474283,0,1.679924,0.188708,0,0.1144941,2.325644,0
OR7C1,20.88802,18.16904,1.031206,2.234606,6.061056,11.32708,6.905823,2.528146,14.903,6.815895,16.95911,13.38309,11.53096,21.54031,6.929876,2.083145
AKAP8,15.07451,9.679308,1.420343,1.576426,6.648318,12.2136,8.81994,21.78209,10.35478,9.518536,16.21264,12.3446,7.398746,12.51068,43.20488,0.07019407
CYP4F22,0.5155124,0.671257,0.07377036,0,0.0254293,0.9710168,0.6447246,0.6285151,0.5417783,0.0419713,0,0.02309826,0.208728,0.2943008,0.709247,0.03848312
FAM32A,495.4478,501.2243,12.97293,14.74717,141.8671,383.5746,167.7117,295.1095,291.7496,303.2633,334.9367,269.2199,135.973,279.6808,360.1689,6.383751
DDA1,18.25026,19.93739,11.50899,34.26628,15.71957,16.58928,16.70546,26.39272,22.53183,13.84386,17.77258,21.6609,6.754134,17.55952,30.17388,9.016629
PLVAP,9.235038,6.197084,0,0,3.473011,13.12353,3.806474,54.19337,19.30264,5.827775,21.15778,36.64649,1.235306,26.60073,12.80009,0
ARRDC2,7.316805,5.726257,0.193921,0.1234223,3.566727,8.762901,4.834704,9.573229,4.97578,5.224934,10.40295,6.193301,3.092235,6.644943,30.61049,0
MAST3,2.123006,1.753347,0.7587642,2.704355,12.06412,3.877913,4.507217,2.928457,5.742052,6.005962,16.77769,45.12475,2.938527,17.32027,8.441302,0.01484316
CRLF1,3.809327,4.257527,1.407115,0.6108232,6.022022,8.708633,5.462992,17.6175,6.51147,9.015668,6.937177,11.93639,7.589031,10.94646,9.068462,0.3387864
TSSK6,0.4091222,0.4480179,0,2.682504,0.4344103,1.105863,0.3441834,4.724263,0.8450429,1.075497,0.3334113,1.578356,0.1782856,0.5446521,1.153915,0
ZNF506,11.37515,12.01316,3.320236,10.37162,6.247241,10.79838,7.184501,15.1275,10.75451,5.368225,14.65294,10.09656,4.075976,8.335723,10.39695,2.266053
ZNF682,19.3095,19.97128,4.681103,8.929729,6.686263,4.936083,6.780836,6.464926,19.10105,11.05781,13.70171,12.59612,5.125976,14.6768,10.33666,4.209327
ZNF486,28.7084,24.67491,0.4960379,4.397571,12.9796,56.51217,16.65103,11.04956,12.59918,20.34538,14.51035,27.82954,15.62993,26.56526,17.15614,1.317342
ZNF66,3.698375,2.581984,0.02260802,0,1.917124,7.867338,3.167541,3.524905,4.547943,2.083762,4.699056,2.877534,1.564012,4.182693,1.909656,0.03538117
AC010615.4,8.468528,9.519917,2.721584,10.30642,5.347481,23.2852,9.142591,6.399775,12.90506,7.664742,9.045459,9.331108,6.583953,9.907502,4.859401,2.981463
ZNF429,2.520739,1.546767,0.02545082,0.02519743,1.701986,2.282197,5.004684,2.983693,4.225879,7.037342,0.5639224,5.219638,1.857891,6.244338,3.600448,0.358471
ZNF100,25.12396,20.39867,0.2546453,0.6836061,18.55503,14.95427,19.19496,25.02325,14.39199,15.06187,32.28916,14.42537,12.70298,20.85498,19.73377,0
ZNF208,5.661438,4.001131,0.03236553,0.02403247,5.076293,14.03639,19.27883,6.110634,8.861939,1.104853,10.85334,7.600484,2.55039,9.73239,3.32656,0.04220959
ZNF257,5.533081,7.034628,2.411088,0.09228412,4.871069,11.64555,7.352112,9.796721,11.15537,6.406341,6.806352,10.95047,8.988163,8.106596,8.534908,3.20926
ZNF676,18.27331,21.27292,0.1763798,0,10.45287,20.35894,15.07401,4.952093,19.4953,16.53467,19.42388,10.32308,16.14632,20.13529,4.267353,3.163745
ZNF729,16.06098,12.09671,0.016709,0.02481396,14.18624,42.14513,22.86286,13.44436,13.285,18.1099,17.55539,22.17743,13.60157,24.51391,5.461915,0
ZNF98,10.87957,13.272,1.502784,3.10124,7.750165,27.42323,10.20212,5.846401,14.20865,10.89295,23.48717,11.65954,6.676226,12.49656,9.89122,1.49662
ZNF492,5.416118,5.627444,1.149655,0.6065453,3.58231,9.980517,4.585843,4.036541,4.289224,2.711034,7.744039,7.772481,3.351308,6.728809,4.176067,0.1893884
ZNF99,1.403057,1.712888,0.00810261,0,1.164699,6.279148,4.886145,1.052068,5.658296,5.656399,1.527364,4.102346,0.8184496,5.390143,0.4228887,1.382169
ZNF723,116.7924,115.9977,9.505261,21.99222,44.30463,115.0853,62.69929,49.18882,109.4293,140.6661,147.2297,105.8814,33.85194,144.6061,53.73421,20.37307
ZNF728,37.05341,27.04627,0,4.087432,27.50614,70.28776,25.09051,64.76868,103.1361,13.77765,128.1578,33.91403,17.76751,65.09752,41.96414,0
ZNF724,22.85507,21.22949,1.334084,2.69903,9.897219,25.68807,13.52869,28.86038,17.07648,19.20653,19.77684,15.964,8.895154,20.47897,20.44761,1.21033
AC092329.3,59.18248,60.77268,2.563778,6.312234,24.59404,40.60094,30.18236,63.90831,40.39337,38.40471,51.40698,47.87953,21.61891,64.90058,47.30534,1.847756
ZNF91,5.566625,5.162139,0.5732542,0.01850696,3.518243,5.06968,4.533525,1.675445,2.847154,3.16933,5.353543,1.802722,2.607512,7.774388,3.620073,1.969792
ZNF675,27.83686,25.65367,0.2271931,0,28.97674,34.04779,30.86957,12.756,30.42353,34.93264,27.73393,24.30201,42.1373,30.99591,10.51841,0.429627
AC092279.1,14.80474,13.60775,0.05069407,0.2133048,11.80416,27.11482,21.70929,13.14727,27.95512,50.58914,35.09723,34.08691,8.555914,45.54609,34.03577,0.3041189
KRTDAP,0.4010025,0.2837592,0,0,0.3014584,0,0,0.3973813,0.09308196,0,0,0,0,0,0,0
HCST,1.447505,0.7952564,0.7971733,0,0.353305,0.09368705,0,4.657252,0.7636351,0,0,1.283673,0,0.3407418,0,0
ZNF790,2.085288,1.622958,0,0.02474958,1.447689,2.440433,1.47472,1.959454,3.304651,3.043671,4.315455,5.839148,1.782431,5.385383,1.602277,0
ZNF345,1.613085,0.7726507,0,0,1.737971,4.928267,3.531326,4.198603,4.712885,1.735003,3.496105,11.47071,2.968157,12.57128,2.103503,0
ZNF568,2.17398,2.488755,0.1565409,0,1.252834,2.575624,1.260294,5.100572,3.507642,1.812242,4.632207,4.398523,1.507858,5.688442,4.430939,0
